,Value,Count,ancID,polyID,POP_COUNT,POP_AREA,CLASSDENS,POP_EST,REM_AREA,POP_ESTpoly,REM_AREApoly,POP_DIFF,TOTALFRACT,NEW_POP,NEWDENSITY
17,456.0,1.0,21.0,8.0,30.0,19.0,0.07837837837837838,0.07837837837837838,0,4.889654361511607,0,25.110345638488393,0.01602943124064667,0.48088293721940006,0.48088293721940006
18,457.0,38.0,22.0,7.0,17.0,50.0,0.25528194667055226,9.700713973480987,0,11.03435902537699,0,5.96564097462301,0.8791370618964939,14.945330052240395,0.3932981592694841
19,458.0,1.0,23.0,6.0,7.0,53.0,0.4714828897338403,0.4714828897338403,0,10.384976319051255,0,-3.3849763190512547,0.045400478079945565,0.31780334655961895,0.31780334655961895
20,486.0,100.0,21.0,9.0,3.0,242.0,0.07837837837837838,7.837837837837839,0,40.63368086893699,22,-37.63368086893699,0.19254051507384135,0.5776215452215241,0.005776215452215241
21,487.0,17.0,22.0,8.0,9.0,19.0,0.25528194667055226,4.339793093399388,0,4.889654361511607,0,4.110345638488393,0.8875459843459708,7.987913859113737,0.4698772858302198
22,488.0,1.0,23.0,7.0,1.0,50.0,0.4714828897338403,0.4714828897338403,0,11.03435902537699,0,-10.03435902537699,0.04272861601199641,0.04272861601199641,0.04272861601199641
23,517.0,493.0,21.0,10.0,15.0,3257.0,0.07837837837837838,38.64054054054054,0,255.7619771154486,926,-240.7619771154486,0.1490792060972179,2.2361880914582684,0.004535878481659774
24,518.0,110.0,22.0,9.0,14.0,242.0,0.25528194667055226,28.08101413376075,0,40.63368086893699,22,-26.63368086893699,0.6898245456174972,9.65754363864496,0.08779585126040872
25,519.0,1.0,23.0,8.0,17.0,19.0,0.4714828897338403,0.4714828897338403,0,4.889654361511607,0,12.110345638488393,0.0964245844133826,1.6392179350275042,1.6392179350275042
26,549.0,25.0,21.0,11.0,14.0,61.0,0.07837837837837838,1.9594594594594597,0,11.36581048266263,0,2.6341895173373704,0.17239944854336722,2.413592279607141,0.09654369118428564
27,550.0,583.0,22.0,10.0,23.0,3257.0,0.25528194667055226,148.82937490893198,0,255.7619771154486,926,-232.7619771154486,0.5741991376153354,13.206580165152713,0.022652796166642734
28,551.0,10.0,23.0,9.0,17.0,242.0,0.4714828897338403,4.7148288973384025,0,40.63368086893699,22,-23.63368086893699,0.11582219524829997,1.9689773192210995,0.19689773192210996
29,582.0,6.0,21.0,12.0,18.0,32.0,0.07837837837837838,0.4702702702702703,0,7.107600883704629,0,10.89239911629537,0.06616441721544102,1.1909595098779382,0.19849325164632303
30,583.0,35.0,22.0,11.0,11.0,61.0,0.25528194667055226,8.93486813346933,0,11.36581048266263,0,-0.3658104826626296,0.7861179937056445,8.64729793076209,0.24706565516463114
31,584.0,138.0,23.0,10.0,6.0,3257.0,0.4714828897338403,65.06463878326996,0,255.7619771154486,926,-249.7619771154486,0.25102611296639094,1.5061566777983457,0.010914178824625694
32,616.0,134.0,21.0,13.0,22.0,407.0,0.07837837837837838,10.502702702702702,0,95.28141746179274,51,-73.28141746179274,0.108555415528059,2.388219141617298,0.01782253090759178
33,617.0,26.0,22.0,12.0,19.0,32.0,0.25528194667055226,6.637330613434359,0,7.107600883704629,0,11.89239911629537,0.933835582784559,17.742876072906622,0.6824183104964086
34,618.0,1.0,23.0,11.0,8.0,61.0,0.4714828897338403,0.4714828897338403,0,11.36581048266263,0,-3.3658104826626296,0.04148255775098826,0.3318604620079061,0.3318604620079061
35,619.0,2.0,24.0,10.0,2.0,3257.0,0.0346771532561978,0.0693543065123956,2,255.7619771154486,926,-253.7619771154486,0.00026757609520092933,0.0005351521904018587,0.00026757609520092933
36,652.0,92.0,22.0,13.0,2.0,407.0,0.25528194667055226,23.48593909369081,0,95.28141746179274,51,-93.28141746179274,0.24274950453717134,0.4854990090743427,0.0052771631421124204
37,687.0,19.0,21.0,15.0,42.0,107.0,0.07837837837837838,1.4891891891891893,0,28.81189002227829,14,13.188109977721709,0.05083013187383666,2.1348655387011397,0.11236134414216525
38,688.0,26.0,22.0,14.0,1.0,27.0,0.25528194667055226,6.637330613434359,0,7.108813503168199,0,-6.108813503168199,0.9336762893661912,0.9336762893661912,0.035910626514084276
39,689.0,130.0,23.0,13.0,0.0,407.0,0.4714828897338403,61.29277566539923,0,95.28141746179274,51,-95.28141746179274,0.6335190969000106,0.0,0.0
40,724.0,2.0,21.0,16.0,20.0,34.0,0.07837837837837838,0.15675675675675677,0,9.40678376553087,0,10.59321623446913,0.016664224528170627,0.3332844905634125,0.16664224528170626
41,725.0,35.0,22.0,15.0,21.0,107.0,0.25528194667055226,8.93486813346933,0,28.81189002227829,14,-7.811890022278291,0.30497167774019446,6.404405232544083,0.18298300664411665
42,726.0,1.0,23.0,14.0,5.0,27.0,0.4714828897338403,0.4714828897338403,0,7.108813503168199,0,-2.108813503168199,0.0663237106338088,0.33161855316904404,0.33161855316904404
43,727.0,42.0,24.0,13.0,7.0,407.0,0.0346771532561978,1.4564404367603077,42,95.28141746179274,51,-88.28141746179274,0.015053696298924779,0.10537587409247345,0.00250894938315413
44,762.0,373.0,21.0,17.0,2.0,980.0,0.07837837837837838,29.23513513513514,0,202.79711209983648,55,-200.79711209983648,0.14372294920598172,0.28744589841196344,0.0007706324354208135
45,763.0,27.0,22.0,16.0,3.0,34.0,0.25528194667055226,6.8926125601049115,0,9.40678376553087,0,-6.40678376553087,0.7327278623498718,2.1981835870496154,0.08141420692776354
46,764.0,39.0,23.0,15.0,11.0,107.0,0.4714828897338403,18.38783269961977,0,28.81189002227829,14,-17.81189002227829,0.6276274148247115,6.903901563071827,0.1770231170018417
47,801.0,5.0,21.0,18.0,18.0,23.0,0.07837837837837838,0.3918918918918919,0,6.716574476468137,0,11.283425523531863,0.058346988225159296,1.0502457880528673,0.21004915761057347
48,802.0,401.0,22.0,17.0,13.0,980.0,0.25528194667055226,102.36806061489146,0,202.79711209983648,55,-189.79711209983648,0.5032519777337057,6.542275710538174,0.016314902021292203
49,803.0,5.0,23.0,16.0,4.0,34.0,0.4714828897338403,2.3574144486692012,0,9.40678376553087,0,-5.40678376553087,0.25060791312195757,1.0024316524878303,0.20048633049756606
50,804.0,14.0,24.0,15.0,11.0,107.0,0.0346771532561978,0.4854801455867692,14,28.81189002227829,14,-17.81189002227829,0.016570775561257373,0.1822785311738311,0.013019895083845079
51,841.0,51.0,21.0,19.0,1.0,78.0,0.07837837837837838,3.9972972972972975,0,11.322311743528784,0,-10.322311743528784,0.35304603757990805,0.35304603757990805,0.006922471325096236
52,842.0,10.0,22.0,18.0,30.0,23.0,0.25528194667055226,2.5528194667055226,0,6.716574476468137,0,23.28342552353186,0.3800775939654144,11.402327818962432,1.1402327818962432
53,843.0,151.0,23.0,17.0,8.0,980.0,0.4714828897338403,71.19391634980988,0,202.79711209983648,55,-194.79711209983648,0.34999665902079097,2.7999732721663277,0.018542869352094885
54,882.0,13.0,21.0,20.0,14.0,64.0,0.07837837837837838,1.018918918918919,0,13.764731173866235,7,0.23526882613376543,0.07274110372790535,1.018375452190675,0.07833657324543654
55,883.0,25.0,22.0,19.0,10.0,78.0,0.25528194667055226,6.382048666763806,0,11.322311743528784,0,-1.3223117435287843,0.5636701065408694,5.636701065408694,0.22546804261634776
56,884.0,8.0,23.0,18.0,9.0,23.0,0.4714828897338403,3.7718631178707223,0,6.716574476468137,0,2.2834255235318626,0.5615754178094262,5.054178760284836,0.6317723450356045
57,885.0,15.0,24.0,17.0,0.0,980.0,0.0346771532561978,0.520157298842967,15,202.79711209983648,55,-202.79711209983648,0.0025571471004039482,0.0,0.0
58,924.0,21.0,21.0,21.0,12.0,30.0,0.07837837837837838,1.645945945945946,0,3.9434834659809166,0,8.056516534019083,0.4173837573163318,5.008605087795981,0.238505004180761
59,925.0,37.0,22.0,20.0,58.0,64.0,0.25528194667055226,9.445432026810433,0,13.764731173866235,7,44.23526882613376,0.6743138615446309,39.110203969588596,1.0570325397186107
60,926.0,2.0,23.0,19.0,12.0,78.0,0.4714828897338403,0.9429657794676806,0,11.322311743528784,0,0.6776882564712157,0.08328385587922257,0.9994062705506709,0.49970313527533544
61,968.0,9.0,22.0,21.0,20.0,30.0,0.25528194667055226,2.2975375200349704,0,3.9434834659809166,0,16.05651653401908,0.5826162426836681,11.652324853673361,1.2947027615192623
62,969.0,7.0,23.0,20.0,10.0,64.0,0.4714828897338403,3.300380228136882,0,13.764731173866235,7,-3.7647311738662346,0.23561570607713567,2.3561570607713564,0.3365938658244795
63,1011.0,13.0,21.0,23.0,61.0,37.0,0.07837837837837838,1.018918918918919,0,7.145685639012173,0,53.85431436098783,0.1425921836466032,8.698123202442796,0.6690864001879073
64,1012.0,7.0,22.0,22.0,9.0,7.0,0.25528194667055226,1.7869736266938658,0,1.7869736266938658,0,7.213026373306134,1.0,9.0,1.2857142857142858
65,1014.0,7.0,24.0,20.0,0.0,64.0,0.0346771532561978,0.2427400727933846,7,13.764731173866235,7,-13.764731173866235,0.01732932865032803,0.0,0.0
66,1057.0,24.0,22.0,23.0,5.0,37.0,0.25528194667055226,6.126766720093254,0,7.145685639012173,0,-2.1456856390121732,0.8574078163533968,4.287039081766984,0.17862662840695767
67,1150.0,2.0,22.0,25.0,40.0,28.0,0.25528194667055226,0.5105638933411045,0,12.769119026420952,0,27.230880973579048,0.03998426925809698,1.599370770323879,0.7996853851619395
68,1151.0,10.0,23.0,24.0,9.0,14.0,0.4714828897338403,4.7148288973384025,0,4.7148288973384025,4,4.2851711026615975,0.9714211309321041,8.742790178388937,0.8742790178388937
69,1197.0,46.0,21.0,27.0,0.0,145.0,0.07837837837837838,3.6054054054054054,0,29.526920954979943,0,-29.526920954979943,0.1221057018069243,0.0,0.0
70,1199.0,26.0,23.0,25.0,9.0,28.0,0.4714828897338403,12.258555133079847,0,12.769119026420952,0,-3.7691190264209524,0.9600157307419029,8.640141576677127,0.33231313756450487
71,1200.0,4.0,24.0,24.0,21.0,14.0,0.0346771532561978,0.1387086130247912,4,4.7148288973384025,4,16.285171102661597,0.02857886906789591,0.6001562504258141,0.15003906260645353
72,1246.0,33.0,21.0,28.0,13.0,91.0,0.07837837837837838,2.5864864864864865,0,18.690045051758243,0,-5.6900450517582435,0.1383884564924131,1.7990499344013704,0.05451666467882941
73,1247.0,96.0,22.0,27.0,1.0,145.0,0.25528194667055226,24.507066880373017,0,29.526920954979943,0,-28.526920954979943,0.8299906013816761,0.8299906013816761,0.008645735431059126
74,1248.0,50.0,23.0,26.0,12.0,60.0,0.4714828897338403,23.574144486692013,0,23.574144486692013,10,-11.574144486692013,0.9855034174994444,11.826041009993332,0.23652082019986664
75,1296.0,6.0,21.0,29.0,0.0,52.0,0.07837837837837838,0.4702702702702703,0,12.213239817115674,0,-12.213239817115674,0.03850495669553888,0.0,0.0
76,1297.0,52.0,22.0,28.0,60.0,91.0,0.25528194667055226,13.274661226868718,0,18.690045051758243,0,41.30995494824175,0.7102530352445523,42.61518211467314,0.8195227329744834
77,1298.0,3.0,23.0,27.0,1.0,145.0,0.4714828897338403,1.4144486692015208,0,29.526920954979943,0,-28.526920954979943,0.0479036968113996,0.0479036968113996,0.015967898937133202
78,1299.0,10.0,24.0,26.0,14.0,60.0,0.0346771532561978,0.346771532561978,10,23.574144486692013,10,-9.574144486692013,0.01449658250055562,0.2029521550077787,0.02029521550077787
79,1348.0,46.0,22.0,29.0,3.0,52.0,0.25528194667055226,11.742969546845405,0,12.213239817115674,0,-9.213239817115674,0.9614950433044612,2.884485129913384,0.06270619847637791
80,1349.0,6.0,23.0,28.0,5.0,91.0,0.4714828897338403,2.8288973384030416,0,18.690045051758243,0,-13.690045051758243,0.15135850826303474,0.7567925413151737,0.1261320902191956
81,1367.0,64.0,41.0,10.0,27.0,3257.0,0.013938249188562055,0.8920479480679715,64,255.7619771154486,926,-228.7619771154486,0.0034416133428335606,0.09292356025650614,0.0014519306290079084
82,1368.0,9.0,42.0,9.0,4.0,242.0,0.005868464796140606,0.05281618316526546,9,40.63368086893699,22,-36.63368086893699,0.0012974566865598574,0.0051898267462394294,0.0005766474162488255
83,1399.0,17.0,21.0,31.0,0.0,45.0,0.07837837837837838,1.3324324324324326,0,8.696527882271184,0,-8.696527882271184,0.1532143000597676,0.0,0.0
84,1420.0,334.0,42.0,10.0,3.0,3257.0,0.005868464796140606,1.9600672419109624,334,255.7619771154486,926,-252.7619771154486,0.007562142357058294,0.022686427071174884,6.792343434483498e-05
85,1421.0,11.0,43.0,9.0,1.0,242.0,0.0009186585568224691,0.010105244125047161,11,40.63368086893699,22,-39.63368086893699,0.0002482405159482383,0.0002482405159482383,2.2567319631658027e-05
86,1452.0,25.0,21.0,32.0,15.0,55.0,0.07837837837837838,1.9594594594594597,0,9.362635912905475,1,5.637364087094525,0.20897392006782362,3.1346088010173543,0.12538435204069417
87,1453.0,27.0,22.0,31.0,1.0,45.0,0.25528194667055226,6.8926125601049115,0,8.696527882271184,0,-7.696527882271184,0.7925706274289364,0.7925706274289364,0.0293544676825532
88,1454.0,27.0,23.0,30.0,8.0,30.0,0.4714828897338403,12.730038022813687,0,12.730038022813687,3,-4.730038022813687,0.9918941174574611,7.935152939659689,0.2938945533207292
89,1474.0,461.0,43.0,10.0,19.0,3257.0,0.0009186585568224691,0.4235015946951583,461,255.7619771154486,926,-236.7619771154486,0.001633913000047715,0.031044347000906584,6.734131670478652e-05
90,1506.0,12.0,21.0,33.0,0.0,63.0,0.07837837837837838,0.9405405405405406,0,18.93254151119433,0,-18.93254151119433,0.04967851463494338,0.0,0.0
91,1507.0,29.0,22.0,32.0,15.0,55.0,0.25528194667055226,7.403176453446015,0,9.362635912905475,1,5.637364087094525,0.7895395829506978,11.843093744260468,0.4083825429055334
92,1508.0,1.0,23.0,31.0,6.0,45.0,0.4714828897338403,0.4714828897338403,0,8.696527882271184,0,-2.696527882271184,0.05421507251129607,0.32529043506777644,0.32529043506777644
93,1509.0,3.0,24.0,30.0,18.0,30.0,0.0346771532561978,0.1040314597685934,3,12.730038022813687,3,5.269961977186313,0.008105882542538778,0.145905885765698,0.04863529525523266
94,1551.0,1.0,11.0,44.0,2.0,39.0,0.0,0.0,0,6.082882610048749,0,-4.082882610048749,0.0,0.0,0.0
95,1561.0,3.0,21.0,34.0,20.0,34.0,0.07837837837837838,0.23513513513513515,0,8.148875481922255,0,11.851124518077745,0.028854918161010927,0.5770983632202186,0.1923661210734062
96,1562.0,28.0,22.0,33.0,2.0,63.0,0.25528194667055226,7.147894506775463,0,18.93254151119433,0,-16.93254151119433,0.37754542899320176,0.7550908579864035,0.026967530642371555
97,1618.0,31.0,22.0,34.0,39.0,34.0,0.25528194667055226,7.913740346787121,0,8.148875481922255,0,30.851124518077746,0.9711450818389892,37.87465819172058,1.2217631674748572
98,1619.0,23.0,23.0,33.0,16.0,63.0,0.4714828897338403,10.844106463878326,0,18.93254151119433,0,-2.93254151119433,0.5727760563718549,9.164416901949679,0.39845290878042083
99,1639.0,4.0,43.0,13.0,1.0,407.0,0.0009186585568224691,0.0036746342272898766,4,95.28141746179274,51,-94.28141746179274,3.7980837575687035e-05,3.7980837575687035e-05,9.495209393921759e-06
100,1674.0,16.0,21.0,36.0,25.0,47.0,0.07837837837837838,1.2540540540540541,0,9.167794400841174,0,15.832205599158826,0.1367890682560454,3.4197267064011347,0.21373291915007092
101,1675.0,11.0,22.0,35.0,33.0,19.0,0.25528194667055226,2.808101413376075,0,6.579964531246797,0,26.420035468753202,0.4267654331632066,14.083259294385817,1.2802962994896196
102,1732.0,135.0,21.0,37.0,9.0,395.0,0.07837837837837838,10.581081081081082,0,88.55358698007436,13,-79.55358698007436,0.11888268752093754,1.069944187688438,0.007925512501395837
103,1733.0,31.0,22.0,36.0,16.0,47.0,0.25528194667055226,7.913740346787121,0,9.167794400841174,0,6.832205599158826,0.8632109317439547,13.811374907903275,0.4455282228355895
104,1734.0,8.0,23.0,35.0,0.0,19.0,0.4714828897338403,3.7718631178707223,0,6.579964531246797,0,-6.579964531246797,0.5732345668367934,0.0,0.0
105,1791.0,11.0,21.0,38.0,37.0,34.0,0.07837837837837838,0.8621621621621622,0,6.949847878648153,0,30.050152121351847,0.1240548249712,4.5900285239344,0.41727532035767273
106,1792.0,178.0,22.0,37.0,0.0,395.0,0.25528194667055226,45.440186507358305,0,88.55358698007436,13,-88.55358698007436,0.5105387107472638,0.0,0.0
107,1852.0,22.0,22.0,38.0,0.0,34.0,0.25528194667055226,5.61620282675215,0,6.949847878648153,0,-6.949847878648153,0.8081044254229898,0.0,0.0
108,1853.0,69.0,23.0,37.0,13.0,395.0,0.4714828897338403,32.53231939163498,0,88.55358698007436,13,-75.55358698007436,0.3655136494022525,4.7516774422292825,0.06886489046709104
109,1873.0,22.0,43.0,17.0,22.0,980.0,0.0009186585568224691,0.020210488250094322,22,202.79711209983648,55,-180.79711209983648,9.93568513629164e-05,0.002185850729984161,9.93568513629164e-05
110,1914.0,1.0,23.0,38.0,11.0,34.0,0.4714828897338403,0.4714828897338403,0,6.949847878648153,0,4.050152121351847,0.06784074960581017,0.7462482456639119,0.7462482456639119
111,1915.0,13.0,24.0,37.0,2.0,395.0,0.0346771532561978,0.4508029923305714,13,88.55358698007436,13,-86.55358698007436,0.0050649523295462065,0.010129904659092413,0.000779223435314801
112,1964.0,1.0,11.0,51.0,23.0,83.0,0.0,0.0,0,26.340870421178003,13,-3.3408704211780034,0.0,0.0,0.0
113,1975.0,24.0,22.0,40.0,2.0,54.0,0.25528194667055226,6.126766720093254,0,20.271253412108464,0,-18.271253412108464,0.30223916575546345,0.6044783315109269,0.02518659714628862
114,1976.0,6.0,23.0,39.0,41.0,6.0,0.4714828897338403,2.8288973384030416,0,2.8288973384030416,0,38.17110266159696,1.0,41.0,6.833333333333333
115,2005.0,17.0,52.0,10.0,14.0,3257.0,0.004202855305874393,0.07144854019986467,17,255.7619771154486,926,-241.7619771154486,0.00027565586559602463,0.003859182118344345,0.000227010712843785
116,2037.0,171.0,21.0,42.0,4.0,417.0,0.07837837837837838,13.402702702702703,0,65.07443533259652,44,-61.07443533259652,0.20475681171660026,0.819027246866401,0.004789633022610532
117,2039.0,30.0,23.0,40.0,31.0,54.0,0.4714828897338403,14.144486692015208,0,20.271253412108464,0,10.728746587891536,0.6977608342445365,21.63058586158063,0.7210195287193544
118,2101.0,80.0,21.0,43.0,2.0,210.0,0.07837837837837838,6.27027027027027,0,8.276686685558674,22,-6.2766866855586745,0.7533511518944568,1.5067023037889136,0.01883377879736142
119,2102.0,156.0,22.0,42.0,16.0,417.0,0.25528194667055226,39.823983680606155,0,65.07443533259652,44,-49.07443533259652,0.6084020595823935,9.734432953318295,0.06240021123921984
120,2103.0,14.0,23.0,41.0,18.0,16.0,0.4714828897338403,6.600760456273764,0,6.600760456273764,2,11.399239543726235,0.9896022318987169,17.812840174176905,1.2723457267269218
121,2111.0,1.0,31.0,33.0,1.0,63.0,0.0,0.0,0,18.93254151119433,0,-17.93254151119433,0.0,0.0,0.0
122,2166.0,17.0,21.0,44.0,25.0,39.0,0.07837837837837838,1.3324324324324326,0,6.082882610048749,0,18.91711738995125,0.2190462183556349,5.476155458890872,0.32212679169946307
123,2167.0,3.0,22.0,43.0,23.0,210.0,0.25528194667055226,0.7658458400116568,0,8.276686685558674,22,14.723313314441326,0.0920137124681694,2.116315386767896,0.7054384622559654
124,2168.0,25.0,23.0,42.0,2.0,417.0,0.4714828897338403,11.787072243346007,0,65.07443533259652,44,-63.07443533259652,0.1800743764564796,0.3601487529129592,0.014405950116518369
125,2169.0,2.0,24.0,41.0,107.0,16.0,0.0346771532561978,0.0693543065123956,2,6.600760456273764,2,100.39923954372624,0.010397768101283128,1.1125611868372947,0.5562805934186473
126,2222.0,9.0,11.0,55.0,31.0,394.0,0.0,0.0,0,49.48925998324775,137,-18.48925998324775,0.0,0.0,0.0
127,2232.0,23.0,21.0,45.0,4.0,42.0,0.07837837837837838,1.8027027027027027,0,6.103414792494827,3,-2.103414792494827,0.2947507877358131,1.1790031509432524,0.0512610065627501
128,2233.0,13.0,22.0,44.0,0.0,39.0,0.25528194667055226,3.3186653067171794,0,6.082882610048749,0,-6.082882610048749,0.545574445450392,0.0,0.0
129,2234.0,2.0,23.0,43.0,1.0,210.0,0.4714828897338403,0.9429657794676806,0,8.276686685558674,22,-7.2766866855586745,0.11329405680122484,0.11329405680122484,0.05664702840061242
130,2235.0,4.0,24.0,42.0,10.0,417.0,0.0346771532561978,0.1387086130247912,4,65.07443533259652,44,-55.07443533259652,0.0021190900067387655,0.021190900067387657,0.005297725016846914
131,2299.0,15.0,21.0,46.0,41.0,36.0,0.07837837837837838,1.1756756756756757,0,6.752797498820561,0,34.24720250117944,0.17410201859022403,7.138182762199185,0.475878850813279
132,2300.0,15.0,22.0,45.0,33.0,42.0,0.25528194667055226,3.829229200058284,0,6.103414792494827,3,26.896585207505172,0.6260978704064737,20.661229723413634,1.3774153148942423
133,2301.0,3.0,23.0,44.0,90.0,39.0,0.4714828897338403,1.4144486692015208,0,6.082882610048749,0,83.91711738995124,0.23252933845293872,20.927640460764483,6.975880153588161
134,2368.0,20.0,22.0,46.0,10.0,36.0,0.25528194667055226,5.105638933411045,0,6.752797498820561,0,3.247202501179439,0.7560776010687116,7.560776010687116,0.3780388005343558
135,2369.0,1.0,23.0,45.0,11.0,42.0,0.4714828897338403,0.4714828897338403,0,6.103414792494827,3,4.896585207505173,0.07708977911036366,0.8479875702140003,0.8479875702140003
136,2426.0,6.0,11.0,58.0,27.0,275.0,0.0,0.0,0,31.33872613040161,64,-4.338726130401611,0.0,0.0,0.0
137,2436.0,22.0,21.0,48.0,0.0,87.0,0.07837837837837838,1.7243243243243245,0,23.251191544758584,1,-23.251191544758584,0.07405024681219347,0.0,0.0
138,2437.0,9.0,22.0,47.0,4.0,36.0,0.25528194667055226,2.2975375200349704,0,14.084609763380977,2,-10.084609763380977,0.162324668106373,0.649298672425492,0.07214429693616578
139,2438.0,1.0,23.0,46.0,66.0,36.0,0.4714828897338403,0.4714828897338403,0,6.752797498820561,0,59.24720250117944,0.06982038034106446,4.608145102510254,4.608145102510254
140,2467.0,18.0,52.0,17.0,4.0,980.0,0.004202855305874393,0.07565139550573907,18,202.79711209983648,55,-198.79711209983648,0.0003719100877548487,0.001487640351019395,8.264668616774416e-05
141,2507.0,40.0,22.0,48.0,6.0,87.0,0.25528194667055226,10.21127786682209,0,23.251191544758584,1,-17.251191544758584,0.4385182274815732,2.631109364889439,0.06577773412223598
142,2508.0,25.0,23.0,47.0,2.0,36.0,0.4714828897338403,11.787072243346007,0,14.084609763380977,2,-12.084609763380977,0.8327753401902485,1.665550680380497,0.06662202721521987
143,2578.0,10.0,22.0,49.0,12.0,155.0,0.25528194667055226,2.5528194667055226,0,40.742933535146584,64,-28.742933535146584,0.05942003033992716,0.713040364079126,0.0713040364079126
144,2579.0,24.0,23.0,48.0,8.0,87.0,0.4714828897338403,11.315589353612166,0,23.251191544758584,1,-15.251191544758584,0.4859423326808017,3.887538661446414,0.16198077756026724
145,2580.0,2.0,24.0,47.0,1.0,36.0,0.0346771532561978,0.0693543065123956,2,14.084609763380977,2,-13.084609763380977,0.004899991703378548,0.004899991703378548,0.002449995851689274
146,2649.0,1.0,21.0,51.0,27.0,83.0,0.07837837837837838,0.07837837837837838,0,26.340870421178003,13,0.6591295788219966,0.0029254752836326892,0.07898783265808261,0.07898783265808261
147,2650.0,22.0,22.0,50.0,2.0,22.0,0.25528194667055226,5.61620282675215,0,5.61620282675215,0,-3.6162028267521498,1.0,2.0,0.09090909090909091
148,2651.0,81.0,23.0,49.0,1.0,155.0,0.4714828897338403,38.19011406844106,0,40.742933535146584,64,-39.742933535146584,0.8889221373576334,0.8889221373576334,0.010974347374785597
149,2652.0,1.0,24.0,48.0,7.0,87.0,0.0346771532561978,0.0346771532561978,1,23.251191544758584,1,-16.251191544758584,0.0014891930254315217,0.010424351178020652,0.010424351178020652
150,2723.0,29.0,22.0,51.0,21.0,83.0,0.25528194667055226,7.403176453446015,0,26.340870421178003,13,-5.340870421178003,0.27632377937666536,5.802799366909973,0.20009652989344734
151,2725.0,64.0,24.0,49.0,19.0,155.0,0.0346771532561978,2.2193378083966593,64,40.742933535146584,64,-21.742933535146584,0.051657832302439505,0.9814988137463506,0.015335918964786728
152,2742.0,1.0,41.0,32.0,0.0,55.0,0.013938249188562055,0.013938249188562055,1,9.362635912905475,1,-9.362635912905475,0.0014864969814784971,0.0,0.0
