Value,Value,Count,P1_001N,POP_AREA,POP_DENS,REP_CAT
1936.0,1936.0,55.0,47,53.0,0.8867924528301887,0
1937.0,1937.0,93.0,106,93.0,1.1397849462365592,0
1938.0,1938.0,4829.0,83,4784.0,0.017349498327759196,0
1939.0,1939.0,40.0,112,40.0,2.8,0
1940.0,1940.0,11.0,47,11.0,4.2727272727272725,23
1941.0,1941.0,33.0,56,33.0,1.696969696969697,0
1942.0,1942.0,25.0,56,25.0,2.24,0
1943.0,1943.0,15.0,36,15.0,2.4,22
1944.0,1944.0,26.0,38,26.0,1.4615384615384615,0
1945.0,1945.0,18.0,38,18.0,2.111111111111111,0
1946.0,1946.0,328.0,350,328.0,1.0670731707317074,0
1947.0,1947.0,40.0,54,40.0,1.35,0
1948.0,1948.0,33.0,78,33.0,2.3636363636363638,22
1949.0,1949.0,33.0,72,33.0,2.1818181818181817,22
1950.0,1950.0,15.0,39,15.0,2.6,23
1951.0,1951.0,4.0,32,4.0,8.0,0
1952.0,1952.0,128.0,87,128.0,0.6796875,0
1953.0,1953.0,66.0,46,66.0,0.696969696969697,0
1954.0,1954.0,26.0,61,26.0,2.3461538461538463,0
1955.0,1955.0,67.0,84,67.0,1.2537313432835822,0
1956.0,1956.0,2.0,26,2.0,13.0,0
1957.0,1957.0,22.0,37,22.0,1.6818181818181819,0
1958.0,1958.0,21.0,55,21.0,2.619047619047619,0
1959.0,1959.0,21.0,55,21.0,2.619047619047619,22
1960.0,1960.0,181.0,361,174.0,2.074712643678161,0
1961.0,1961.0,668.0,74,668.0,0.11077844311377245,0
1962.0,1962.0,18.0,24,18.0,1.3333333333333333,0
1963.0,1963.0,334.0,44,334.0,0.1317365269461078,0
1964.0,1964.0,248.0,186,248.0,0.75,0
1965.0,1965.0,4313.0,377,4311.0,0.08745070749246114,0
1966.0,1966.0,6.0,28,6.0,4.666666666666667,0
1967.0,1967.0,299.0,472,299.0,1.5785953177257526,0
1968.0,1968.0,31.0,60,31.0,1.935483870967742,0
1969.0,1969.0,37.0,49,37.0,1.3243243243243243,0
1970.0,1970.0,27.0,60,27.0,2.2222222222222223,0
1971.0,1971.0,191.0,77,191.0,0.4031413612565445,0
1972.0,1972.0,63.0,10,63.0,0.15873015873015872,90
1973.0,1973.0,16.0,29,16.0,1.8125,22
1974.0,1974.0,39.0,103,39.0,2.641025641025641,0
1975.0,1975.0,39.0,345,39.0,8.846153846153847,0
1976.0,1976.0,29.0,148,29.0,5.103448275862069,22
1977.0,1977.0,8.0,50,8.0,6.25,0
1978.0,1978.0,30.0,33,30.0,1.1,22
1979.0,1979.0,77.0,146,77.0,1.896103896103896,0
1980.0,1980.0,11.0,23,11.0,2.090909090909091,0
1981.0,1981.0,21.0,72,21.0,3.4285714285714284,0
1982.0,1982.0,226.0,100,210.0,0.47619047619047616,0
1983.0,1983.0,48.0,95,48.0,1.9791666666666667,0
1984.0,1984.0,74.0,43,74.0,0.581081081081081,0
1985.0,1985.0,8782.0,235,8778.0,0.026771474139895193,82
1986.0,1986.0,33.0,61,33.0,1.8484848484848484,22
1987.0,1987.0,18.0,20,18.0,1.1111111111111112,0
1988.0,1988.0,27.0,50,27.0,1.8518518518518519,0
1989.0,1989.0,1840.0,58,1840.0,0.03152173913043478,82
1990.0,1990.0,7.0,13,7.0,1.8571428571428572,0
1991.0,1991.0,8.0,71,8.0,8.875,0
1992.0,1992.0,139.0,303,139.0,2.179856115107914,0
1993.0,1993.0,44.0,80,44.0,1.8181818181818181,0
1994.0,1994.0,23.0,44,23.0,1.9130434782608696,22
1995.0,1995.0,171.0,150,166.0,0.9036144578313253,0
1996.0,1996.0,81.0,32,81.0,0.3950617283950617,0
1997.0,1997.0,29.0,73,29.0,2.5172413793103448,0
1998.0,1998.0,14.0,38,14.0,2.7142857142857144,23
1999.0,1999.0,65.0,60,65.0,0.9230769230769231,0
2000.0,2000.0,47.0,76,47.0,1.6170212765957446,22
2001.0,2001.0,18.0,26,18.0,1.4444444444444444,0
2002.0,2002.0,77.0,113,77.0,1.4675324675324675,0
2003.0,2003.0,76.0,15,76.0,0.19736842105263158,0
2004.0,2004.0,672.0,27,672.0,0.04017857142857143,0
2005.0,2005.0,27.0,68,27.0,2.5185185185185186,0
2006.0,2006.0,36.0,65,36.0,1.8055555555555556,22
2007.0,2007.0,36.0,59,36.0,1.6388888888888888,0
2008.0,2008.0,24.0,53,24.0,2.2083333333333335,22
2009.0,2009.0,30.0,47,30.0,1.5666666666666667,0
2010.0,2010.0,443.0,436,421.0,1.03562945368171,0
2011.0,2011.0,16.0,60,16.0,3.75,0
2012.0,2012.0,21.0,44,21.0,2.0952380952380953,22
2013.0,2013.0,15.0,53,15.0,3.533333333333333,22
2014.0,2014.0,2998.0,12,2987.0,0.004017408771342484,0
2015.0,2015.0,55.0,131,55.0,2.381818181818182,0
2016.0,2016.0,16.0,13,16.0,0.8125,0
2017.0,2017.0,33.0,46,33.0,1.393939393939394,0
2018.0,2018.0,83.0,17,83.0,0.20481927710843373,0
2019.0,2019.0,33.0,67,33.0,2.0303030303030303,22
2020.0,2020.0,12.0,39,12.0,3.25,22
2021.0,2021.0,21.0,62,21.0,2.9523809523809526,22
2022.0,2022.0,115.0,173,115.0,1.5043478260869565,0
2023.0,2023.0,13.0,17,13.0,1.3076923076923077,22
2024.0,2024.0,16.0,17,16.0,1.0625,0
2025.0,2025.0,241.0,133,241.0,0.5518672199170125,0
2026.0,2026.0,15.0,29,15.0,1.9333333333333333,0
2027.0,2027.0,48.0,17,48.0,0.3541666666666667,0
2028.0,2028.0,23.0,37,23.0,1.608695652173913,22
2029.0,2029.0,6.0,20,6.0,3.3333333333333335,0
2030.0,2030.0,8.0,15,8.0,1.875,0
2031.0,2031.0,24.0,34,24.0,1.4166666666666667,22
2032.0,2032.0,63.0,97,63.0,1.5396825396825398,22
2033.0,2033.0,1266.0,442,1266.0,0.34913112164297,0
2034.0,2034.0,89.0,28,89.0,0.3146067415730337,0
2035.0,2035.0,5.0,26,5.0,5.2,0
2036.0,2036.0,32.0,49,32.0,1.53125,0
2037.0,2037.0,13132.0,476,13114.0,0.03629708708250724,82
2038.0,2038.0,710.0,460,699.0,0.6580829756795422,0
2039.0,2039.0,23.0,98,23.0,4.260869565217392,0
2040.0,2040.0,122.0,125,122.0,1.0245901639344261,0
2041.0,2041.0,9.0,28,9.0,3.111111111111111,0
2042.0,2042.0,52.0,103,52.0,1.9807692307692308,23
2043.0,2043.0,13.0,41,13.0,3.1538461538461537,0
2044.0,2044.0,16.0,36,16.0,2.25,0
2045.0,2045.0,27.0,30,27.0,1.1111111111111112,22
2046.0,2046.0,15.0,44,15.0,2.933333333333333,0
2047.0,2047.0,369.0,152,369.0,0.41192411924119243,0
2048.0,2048.0,36.0,52,36.0,1.4444444444444444,0
2049.0,2049.0,353.0,291,353.0,0.8243626062322946,0
2050.0,2050.0,36.0,69,36.0,1.9166666666666667,22
2051.0,2051.0,68.0,72,68.0,1.0588235294117647,0
2052.0,2052.0,29.0,67,29.0,2.310344827586207,0
2053.0,2053.0,19.0,50,19.0,2.6315789473684212,22
2054.0,2054.0,38.0,58,38.0,1.5263157894736843,0
2055.0,2055.0,1066.0,724,1066.0,0.6791744840525328,0
2056.0,2056.0,25.0,60,25.0,2.4,0
2057.0,2057.0,30.0,45,30.0,1.5,0
2058.0,2058.0,11.0,55,11.0,5.0,0
2059.0,2059.0,32.0,29,32.0,0.90625,0
2060.0,2060.0,169.0,180,169.0,1.0650887573964498,0
2061.0,2061.0,17.0,23,17.0,1.3529411764705883,22
2062.0,2062.0,367.0,189,362.0,0.5220994475138122,0
2063.0,2063.0,938.0,14,925.0,0.015135135135135135,0
2064.0,2064.0,20.0,34,20.0,1.7,22
2065.0,2065.0,13.0,51,13.0,3.923076923076923,22
2066.0,2066.0,90.0,113,90.0,1.2555555555555555,0
2067.0,2067.0,30.0,62,30.0,2.066666666666667,0
2068.0,2068.0,114.0,199,114.0,1.7456140350877194,0
2069.0,2069.0,46.0,84,46.0,1.826086956521739,0
2070.0,2070.0,15.0,35,15.0,2.3333333333333335,22
2071.0,2071.0,14.0,48,14.0,3.4285714285714284,22
2072.0,2072.0,37.0,43,37.0,1.162162162162162,0
2073.0,2073.0,42.0,89,42.0,2.119047619047619,0
2074.0,2074.0,30.0,63,30.0,2.1,22
2075.0,2075.0,47.0,72,47.0,1.5319148936170213,0
2076.0,2076.0,168.0,235,168.0,1.3988095238095237,0
2077.0,2077.0,17.0,55,17.0,3.235294117647059,22
2078.0,2078.0,15.0,22,15.0,1.4666666666666666,0
2079.0,2079.0,41.0,66,41.0,1.6097560975609757,0
2080.0,2080.0,11.0,10,11.0,0.9090909090909091,0
2081.0,2081.0,47.0,113,47.0,2.404255319148936,23
2082.0,2082.0,25.0,50,25.0,2.0,22
2083.0,2083.0,24.0,32,24.0,1.3333333333333333,22
2084.0,2084.0,33.0,67,33.0,2.0303030303030303,0
2085.0,2085.0,19.0,84,19.0,4.421052631578948,22
2086.0,2086.0,31.0,41,31.0,1.3225806451612903,22
2087.0,2087.0,18.0,31,18.0,1.7222222222222223,22
2088.0,2088.0,115.0,106,114.0,0.9298245614035088,0
2089.0,2089.0,11.0,19,11.0,1.7272727272727273,22
2090.0,2090.0,37.0,71,37.0,1.9189189189189189,0
2091.0,2091.0,25.0,52,25.0,2.08,22
2092.0,2092.0,18.0,48,18.0,2.6666666666666665,22
2093.0,2093.0,25.0,63,25.0,2.52,22
2094.0,2094.0,21.0,89,21.0,4.238095238095238,0
2095.0,2095.0,19.0,75,19.0,3.9473684210526314,0
2096.0,2096.0,111.0,131,111.0,1.1801801801801801,0
2097.0,2097.0,24.0,45,24.0,1.875,22
2098.0,2098.0,53.0,97,53.0,1.830188679245283,0
2099.0,2099.0,74.0,12,74.0,0.16216216216216217,90
2100.0,2100.0,18.0,61,18.0,3.388888888888889,23
2101.0,2101.0,166.0,192,166.0,1.1566265060240963,21
2102.0,2102.0,10.0,51,10.0,5.1,0
2103.0,2103.0,11.0,55,11.0,5.0,0
2104.0,2104.0,47.0,69,47.0,1.4680851063829787,0
2105.0,2105.0,42.0,48,42.0,1.1428571428571428,0
2106.0,2106.0,28.0,60,28.0,2.142857142857143,0
2107.0,2107.0,27.0,63,27.0,2.3333333333333335,0
2108.0,2108.0,30.0,47,30.0,1.5666666666666667,22
2109.0,2109.0,359.0,552,359.0,1.5376044568245126,0
2110.0,2110.0,14.0,38,14.0,2.7142857142857144,22
2111.0,2111.0,38.0,64,38.0,1.6842105263157894,22
2112.0,2112.0,71.0,55,64.0,0.859375,0
2113.0,2113.0,167.0,20,165.0,0.12121212121212122,0
2114.0,2114.0,128.0,186,128.0,1.453125,0
2115.0,2115.0,80.0,75,80.0,0.9375,0
2116.0,2116.0,38.0,67,38.0,1.763157894736842,22
2117.0,2117.0,96.0,123,96.0,1.28125,0
2118.0,2118.0,105.0,15,105.0,0.14285714285714285,0
2119.0,2119.0,14.0,33,14.0,2.357142857142857,22
2120.0,2120.0,83.0,19,79.0,0.24050632911392406,0
2121.0,2121.0,12.0,35,12.0,2.9166666666666665,22
2122.0,2122.0,28.0,45,28.0,1.6071428571428572,0
2123.0,2123.0,32.0,79,32.0,2.46875,0
2124.0,2124.0,43.0,70,43.0,1.627906976744186,0
2125.0,2125.0,541.0,331,541.0,0.6118299445471349,0
2126.0,2126.0,427.0,839,427.0,1.964871194379391,0
2127.0,2127.0,52.0,33,52.0,0.6346153846153846,0
2128.0,2128.0,15.0,41,15.0,2.7333333333333334,0
2129.0,2129.0,39.0,73,39.0,1.8717948717948718,0
2130.0,2130.0,598.0,118,598.0,0.19732441471571907,0
2131.0,2131.0,44.0,81,44.0,1.8409090909090908,0
2132.0,2132.0,36.0,54,36.0,1.5,22
2133.0,2133.0,37.0,34,37.0,0.918918918918919,22
2134.0,2134.0,14.0,72,14.0,5.142857142857143,0
2135.0,2135.0,574.0,956,573.0,1.668411867364747,0
2136.0,2136.0,9.0,25,9.0,2.7777777777777777,0
2137.0,2137.0,25.0,78,25.0,3.12,22
2138.0,2138.0,4.0,13,4.0,3.25,0
2139.0,2139.0,15.0,133,15.0,8.866666666666667,22
2140.0,2140.0,54.0,128,54.0,2.3703703703703702,0
2141.0,2141.0,8.0,92,8.0,11.5,0
2142.0,2142.0,340.0,407,340.0,1.1970588235294117,0
2143.0,2143.0,35.0,65,35.0,1.8571428571428572,22
2144.0,2144.0,30.0,89,30.0,2.966666666666667,23
2145.0,2145.0,167.0,331,167.0,1.9820359281437125,0
2146.0,2146.0,8212.0,1597,8208.0,0.19456627680311891,0
2147.0,2147.0,125.0,158,125.0,1.264,0
2148.0,2148.0,38.0,121,38.0,3.1842105263157894,0
2149.0,2149.0,1466.0,780,1464.0,0.5327868852459017,0
2150.0,2150.0,1073.0,1083,1073.0,1.0093196644920783,0
2151.0,2151.0,387.0,259,356.0,0.7275280898876404,0
2152.0,2152.0,40.0,78,40.0,1.95,0
2153.0,2153.0,256.0,15,220.0,0.06818181818181818,0
2154.0,2154.0,12.0,45,12.0,3.75,0
2155.0,2155.0,30.0,39,30.0,1.3,22
2156.0,2156.0,206.0,157,201.0,0.7810945273631841,0
2157.0,2157.0,123.0,90,105.0,0.8571428571428571,0
2158.0,2158.0,71.0,121,71.0,1.704225352112676,22
2159.0,2159.0,109.0,157,109.0,1.4403669724770642,0
2160.0,2160.0,6696.0,438,6656.0,0.06580528846153846,0
2161.0,2161.0,644.0,957,644.0,1.486024844720497,0
2162.0,2162.0,35.0,24,35.0,0.6857142857142857,0
2163.0,2163.0,99.0,125,99.0,1.2626262626262625,0
2164.0,2164.0,38.0,68,38.0,1.7894736842105263,0
2165.0,2165.0,6.0,43,6.0,7.166666666666667,0
2166.0,2166.0,335.0,142,335.0,0.42388059701492536,0
2167.0,2167.0,21.0,49,21.0,2.3333333333333335,22
2168.0,2168.0,115.0,105,115.0,0.9130434782608695,0
2169.0,2169.0,349.0,333,338.0,0.985207100591716,0
2170.0,2170.0,566.0,911,566.0,1.6095406360424027,0
2171.0,2171.0,200.0,285,200.0,1.425,0
2172.0,2172.0,247.0,340,247.0,1.3765182186234817,0
2173.0,2173.0,207.0,237,207.0,1.144927536231884,0
2174.0,2174.0,101.0,118,101.0,1.1683168316831682,0
2175.0,2175.0,309.0,9,309.0,0.02912621359223301,0
2176.0,2176.0,543.0,116,540.0,0.21481481481481482,0
2177.0,2177.0,268.0,223,264.0,0.8446969696969697,0
2178.0,2178.0,57.0,282,57.0,4.947368421052632,0
2179.0,2179.0,846.0,564,846.0,0.6666666666666666,0
2180.0,2180.0,527.0,666,527.0,1.2637571157495255,0
2181.0,2181.0,2180.0,466,2180.0,0.21376146788990827,0
2182.0,2182.0,24.0,42,24.0,1.75,22
2183.0,2183.0,344.0,137,344.0,0.39825581395348836,0
2184.0,2184.0,56.0,75,52.0,1.4423076923076923,0
2185.0,2185.0,367.0,237,367.0,0.6457765667574932,0
2186.0,2186.0,40.0,50,40.0,1.25,22
2187.0,2187.0,874.0,413,863.0,0.47856315179606024,0
2188.0,2188.0,439.0,123,439.0,0.28018223234624146,0
2189.0,2189.0,2974.0,383,2944.0,0.13009510869565216,0
2190.0,2190.0,1319.0,1010,1129.0,0.8945969884853853,0
2191.0,2191.0,13.0,49,13.0,3.769230769230769,0
2192.0,2192.0,127.0,179,123.0,1.4552845528455285,0
2193.0,2193.0,42.0,39,42.0,0.9285714285714286,0
2194.0,2194.0,17.0,57,17.0,3.3529411764705883,22
2195.0,2195.0,101.0,68,99.0,0.6868686868686869,0
2196.0,2196.0,995.0,530,991.0,0.5348133198789102,0
2197.0,2197.0,547.0,527,514.0,1.0252918287937742,0
2198.0,2198.0,23.0,50,23.0,2.1739130434782608,22
2199.0,2199.0,268.0,122,268.0,0.4552238805970149,0
2200.0,2200.0,275.0,353,262.0,1.3473282442748091,0
2201.0,2201.0,2536.0,619,2272.0,0.27244718309859156,0
2202.0,2202.0,2009.0,771,2009.0,0.3837730214036834,0
2203.0,2203.0,551.0,139,487.0,0.28542094455852157,0
2204.0,2204.0,87.0,74,87.0,0.8505747126436781,0
2205.0,2205.0,540.0,450,511.0,0.8806262230919765,0
2206.0,2206.0,12.0,66,12.0,5.5,0
2207.0,2207.0,291.0,291,291.0,1.0,0
2208.0,2208.0,120.0,88,118.0,0.7457627118644068,0
2209.0,2209.0,48.0,84,48.0,1.75,0
2210.0,2210.0,434.0,881,434.0,2.0299539170506913,0
2211.0,2211.0,81.0,42,81.0,0.5185185185185185,0
2212.0,2212.0,128.0,38,128.0,0.296875,0
2213.0,2213.0,3009.0,352,2714.0,0.1296978629329403,0
2214.0,2214.0,20.0,52,20.0,2.6,0
2215.0,2215.0,135.0,14,135.0,0.1037037037037037,0
2216.0,2216.0,124.0,190,122.0,1.5573770491803278,0
2217.0,2217.0,59.0,101,59.0,1.7118644067796611,0
2218.0,2218.0,116.0,78,116.0,0.6724137931034483,0
2219.0,2219.0,10.0,44,10.0,4.4,0
2220.0,2220.0,73.0,123,73.0,1.6849315068493151,0
2221.0,2221.0,79.0,126,79.0,1.5949367088607596,0
2222.0,2222.0,9829.0,407,9715.0,0.041893978383942355,0
2223.0,2223.0,24.0,58,24.0,2.4166666666666665,22
2224.0,2224.0,770.0,271,762.0,0.3556430446194226,0
2225.0,2225.0,25.0,55,25.0,2.2,22
2226.0,2226.0,33.0,53,33.0,1.606060606060606,0
2227.0,2227.0,1022.0,890,1020.0,0.8725490196078431,0
2228.0,2228.0,263.0,276,263.0,1.049429657794677,0
2229.0,2229.0,453.0,12,442.0,0.027149321266968326,0
2230.0,2230.0,2678.0,342,2625.0,0.13028571428571428,0
2231.0,2231.0,2098.0,1039,2094.0,0.4961795606494747,0
2232.0,2232.0,15.0,65,15.0,4.333333333333333,22
2233.0,2233.0,339.0,495,339.0,1.4601769911504425,0
2234.0,2234.0,10896.0,20,10567.0,0.0018926847733509984,90
2235.0,2235.0,746.0,442,745.0,0.5932885906040268,0
2236.0,2236.0,72.0,120,61.0,1.9672131147540983,22
2237.0,2237.0,877.0,1096,877.0,1.2497149372862029,0
2238.0,2238.0,75.0,98,75.0,1.3066666666666666,0
2239.0,2239.0,91.0,109,91.0,1.1978021978021978,0
2240.0,2240.0,664.0,409,663.0,0.6168929110105581,0
2241.0,2241.0,210.0,555,210.0,2.642857142857143,0
2242.0,2242.0,12.0,62,12.0,5.166666666666667,22
2243.0,2243.0,90.0,94,90.0,1.0444444444444445,0
2244.0,2244.0,1026.0,380,860.0,0.4418604651162791,0
2245.0,2245.0,27.0,67,27.0,2.4814814814814814,0
2246.0,2246.0,21.0,38,21.0,1.8095238095238095,22
2247.0,2247.0,1452.0,429,1428.0,0.3004201680672269,0
2248.0,2248.0,146.0,242,146.0,1.6575342465753424,0
2249.0,2249.0,889.0,670,889.0,0.7536557930258717,0
2250.0,2250.0,489.0,198,475.0,0.4168421052631579,0
2251.0,2251.0,35.0,93,35.0,2.657142857142857,0
2252.0,2252.0,52.0,70,52.0,1.3461538461538463,0
2253.0,2253.0,1050.0,430,1046.0,0.4110898661567878,0
2254.0,2254.0,267.0,395,267.0,1.4794007490636705,0
2255.0,2255.0,46.0,170,46.0,3.6956521739130435,0
2256.0,2256.0,30.0,38,30.0,1.2666666666666666,0
2257.0,2257.0,683.0,256,677.0,0.37813884785819796,0
2258.0,2258.0,114.0,130,114.0,1.1403508771929824,0
2259.0,2259.0,642.0,92,641.0,0.1435257410296412,0
2260.0,2260.0,519.0,55,514.0,0.10700389105058365,0
2261.0,2261.0,27.0,62,27.0,2.2962962962962963,22
2262.0,2262.0,45.0,105,45.0,2.3333333333333335,23
2263.0,2263.0,691.0,390,691.0,0.5643994211287988,0
2264.0,2264.0,194.0,78,194.0,0.4020618556701031,0
2265.0,2265.0,35.0,39,35.0,1.1142857142857143,0
2266.0,2266.0,59.0,207,59.0,3.5084745762711864,0
2267.0,2267.0,149.0,393,149.0,2.6375838926174495,0
2268.0,2268.0,240.0,560,240.0,2.3333333333333335,0
2269.0,2269.0,82.0,179,82.0,2.182926829268293,0
2270.0,2270.0,2184.0,1349,2184.0,0.6176739926739927,0
2271.0,2271.0,255.0,151,251.0,0.601593625498008,0
2272.0,2272.0,264.0,439,214.0,2.0514018691588785,0
2273.0,2273.0,1495.0,938,1492.0,0.628686327077748,0
2274.0,2274.0,1606.0,340,1583.0,0.2147820593809223,0
2275.0,2275.0,4989.0,151,4989.0,0.030266586490278614,82
2276.0,2276.0,214.0,234,214.0,1.0934579439252337,0
2277.0,2277.0,333.0,286,333.0,0.8588588588588588,0
2278.0,2278.0,58.0,106,58.0,1.8275862068965518,22
2279.0,2279.0,23.0,104,23.0,4.521739130434782,0
2280.0,2280.0,617.0,487,617.0,0.7893030794165316,0
2281.0,2281.0,65.0,67,65.0,1.0307692307692307,0
2282.0,2282.0,614.0,240,613.0,0.3915171288743883,0
2283.0,2283.0,7634.0,462,7526.0,0.06138719107095403,0
2284.0,2284.0,464.0,411,443.0,0.927765237020316,0
2285.0,2285.0,110.0,195,110.0,1.7727272727272727,0
2286.0,2286.0,2721.0,108,2664.0,0.04054054054054054,0
2287.0,2287.0,21.0,63,21.0,3.0,0
