,Value,Count,ancID,polyID,POP_COUNT,POP_AREA,CLASSDENS,POP_EST,TOTALFRACT,NEW_POP,NEWDENSITY
1572,101046.0,55.0,21.0,428.0,57.0,124.0,0.001,0.055,0.29665587918015107,16.909385113268613,0.30744336569579295
1573,101047.0,8.0,22.0,427.0,127.0,12.0,0.002,0.016,0.6956521739130435,88.34782608695652,11.043478260869565
1574,101048.0,5.0,23.0,426.0,112.0,62.0,0.002,0.01,0.08849557522123895,9.911504424778762,1.9823008849557524
1575,101066.0,69.0,41.0,408.0,66.0,2596.0,0.0001,0.006900000000000001,0.012669849430774883,0.8362100624311423,0.01211898641204554
1576,101067.0,7.0,42.0,407.0,37.0,166.0,0.0001,0.0007,0.0038953811908736783,0.1441291040623261,0.020589872008903727
1577,101496.0,29.0,21.0,429.0,27.0,67.0,0.001,0.029,0.27619047619047615,7.457142857142856,0.2571428571428571
1578,101497.0,62.0,22.0,428.0,366.0,124.0,0.002,0.124,0.668824163969795,244.789644012945,3.9482200647249193
1579,101498.0,3.0,23.0,427.0,138.0,12.0,0.002,0.006,0.2608695652173913,36.0,12.0
1580,101499.0,1.0,24.0,426.0,231.0,62.0,0.003,0.003,0.026548672566371685,6.132743362831859,6.132743362831859
1581,101517.0,185.0,42.0,408.0,32.0,2596.0,0.0001,0.018500000000000003,0.033969886154976134,1.0870363569592363,0.005875872199779655
1582,101948.0,35.0,22.0,429.0,61.0,67.0,0.002,0.07,0.6666666666666666,40.666666666666664,1.1619047619047618
1583,101949.0,3.0,23.0,428.0,47.0,124.0,0.002,0.006,0.03236245954692557,1.5210355987055018,0.5070118662351673
1584,101969.0,362.0,43.0,408.0,93.0,2596.0,0.0001,0.0362,0.06647080426000736,6.181784796180684,0.017076753580609626
1585,102007.0,11.0,81.0,370.0,33.0,218.0,0.0001,0.0011,0.004608294930875576,0.15207373271889402,0.013824884792626729
1586,102016.0,130.0,90.0,361.0,126.0,291.0,0.0001,0.013000000000000001,0.0461320085166785,5.812633073101491,0.0447125621007807
1587,102399.0,5.0,21.0,431.0,26.0,44.0,0.001,0.005,0.060240963855421686,1.5662650602409638,0.3132530120481928
1588,102400.0,5.0,22.0,430.0,106.0,5.0,0.002,0.01,1.0,106.0,21.2
1589,102401.0,3.0,23.0,429.0,189.0,67.0,0.002,0.006,0.05714285714285714,10.799999999999999,3.5999999999999996
1590,102852.0,24.0,21.0,432.0,24.0,71.0,0.001,0.024,0.2033898305084746,4.88135593220339,0.2033898305084746
1591,102853.0,37.0,22.0,431.0,400.0,44.0,0.002,0.074,0.8915662650602408,356.62650602409633,9.638554216867469
1592,103306.0,51.0,21.0,433.0,36.0,2285.0,0.001,0.051000000000000004,0.12636273538156592,4.549058473736373,0.089197224975223
1593,103307.0,46.0,22.0,432.0,707.0,71.0,0.002,0.092,0.7796610169491526,551.2203389830509,11.983050847457628
1594,103308.0,2.0,23.0,431.0,16.0,44.0,0.002,0.004,0.048192771084337345,0.7710843373493975,0.38554216867469876
1595,103327.0,54.0,42.0,412.0,349.0,425.0,0.0001,0.0054,0.012747875354107648,4.449008498583569,0.0823890462700661
1596,103762.0,61.0,22.0,433.0,32.0,2285.0,0.002,0.122,0.30227948463825566,9.672943508424181,0.1585728444003964
1597,103763.0,1.0,23.0,432.0,230.0,71.0,0.002,0.002,0.01694915254237288,3.8983050847457625,3.8983050847457625
1598,103783.0,7.0,43.0,412.0,46.0,425.0,0.0001,0.0007,0.001652502360717658,0.07601510859301226,0.01085930122757318
1599,103830.0,11.0,90.0,365.0,30.0,63.0,0.0001,0.0011,0.012074643249176729,0.36223929747530187,0.03293084522502744
1600,104217.0,2.0,21.0,435.0,85.0,29.0,0.001,0.002,0.03571428571428571,3.0357142857142856,1.5178571428571428
1601,104219.0,7.0,23.0,433.0,37.0,2285.0,0.002,0.014,0.03468780971258672,1.2834489593657086,0.18334985133795836
1602,104238.0,19.0,42.0,414.0,129.0,2017.0,0.0001,0.0019,0.005368748233964397,0.6925685221814072,0.03645097485165301
1603,104674.0,21.0,21.0,436.0,107.0,60.0,0.001,0.021,0.23463687150837986,25.106145251396644,1.195530726256983
1604,104675.0,26.0,22.0,435.0,419.0,29.0,0.002,0.052000000000000005,0.9285714285714285,389.07142857142856,14.964285714285714
1605,104676.0,5.0,23.0,434.0,65.0,5.0,0.002,0.01,1.0,65.0,13.0
1606,105132.0,457.0,21.0,437.0,49.0,6289.0,0.001,0.457,0.17995668438669027,8.817877534947824,0.019295136837960226
1607,105133.0,25.0,22.0,436.0,123.0,60.0,0.002,0.05,0.5586592178770949,68.71508379888267,2.748603351955307
1608,105134.0,1.0,23.0,435.0,137.0,29.0,0.002,0.002,0.03571428571428571,4.892857142857142,4.892857142857142
1609,105591.0,38.0,21.0,438.0,19.0,234.0,0.001,0.038,0.14780241151302995,2.808245818747569,0.07390120575651497
1610,105592.0,379.0,22.0,437.0,61.0,6289.0,0.002,0.758,0.29848395353416024,18.207521165583774,0.04804095294349281
1611,105593.0,9.0,23.0,436.0,24.0,60.0,0.002,0.018000000000000002,0.2011173184357542,4.826815642458101,0.5363128491620112
1612,106051.0,20.0,21.0,439.0,343.0,77.0,0.001,0.02,0.14814814814814814,50.81481481481481,2.5407407407407403
1613,106052.0,44.0,22.0,438.0,289.0,234.0,0.002,0.088,0.3422792687670167,98.91870867366782,2.248152469856087
1614,106053.0,259.0,23.0,437.0,46.0,6289.0,0.002,0.518,0.20397716085843667,9.382949399488087,0.03622760385902736
1615,106082.0,40.0,52.0,408.0,48.0,2596.0,0.0001,0.004,0.007344840249724569,0.3525523319867793,0.008813808299669483
1616,106120.0,46.0,90.0,370.0,44.0,218.0,0.0001,0.0046,0.019271051529116047,0.8479262672811061,0.018433179723502308
1617,106512.0,24.0,21.0,440.0,121.0,46.0,0.001,0.024,0.3529411764705882,42.705882352941174,1.7794117647058822
1618,106513.0,40.0,22.0,439.0,136.0,77.0,0.002,0.08,0.5925925925925926,80.59259259259258,2.0148148148148146
1619,106514.0,61.0,23.0,438.0,6.0,234.0,0.002,0.122,0.4745235316997277,2.847141190198366,0.04667444574095682
1620,106515.0,99.0,24.0,437.0,61.0,6289.0,0.003,0.297,0.11695215593620789,7.134081512108681,0.0720614294152392
1621,106975.0,22.0,22.0,440.0,49.0,46.0,0.002,0.044,0.6470588235294117,31.705882352941174,1.4411764705882353
1622,106976.0,16.0,23.0,439.0,59.0,77.0,0.002,0.032,0.23703703703703702,13.985185185185184,0.874074074074074
1623,107043.0,2.0,90.0,372.0,18.0,47.0,0.0001,0.0002,0.002403846153846154,0.04326923076923077,0.021634615384615384
1624,107437.0,2.0,21.0,442.0,53.0,33.0,0.001,0.002,0.03125,1.65625,0.828125
1625,107438.0,41.0,22.0,441.0,20.0,41.0,0.002,0.082,1.0,20.0,0.4878048780487805
1626,107440.0,1.0,24.0,439.0,19.0,77.0,0.003,0.003,0.02222222222222222,0.42222222222222217,0.42222222222222217
1627,107506.0,13.0,90.0,373.0,48.0,708.0,0.0001,0.0013000000000000002,0.0008795669824086604,0.0422192151556157,0.0032476319350473615
1628,107901.0,20.0,21.0,443.0,55.0,39.0,0.001,0.02,0.3448275862068965,18.96551724137931,0.9482758620689655
1629,107902.0,29.0,22.0,442.0,26.0,33.0,0.002,0.058,0.90625,23.5625,0.8125
1630,108366.0,14.0,21.0,444.0,37.0,59.0,0.001,0.014,0.1346153846153846,4.980769230769231,0.3557692307692308
1631,108367.0,18.0,22.0,443.0,10.0,39.0,0.002,0.036000000000000004,0.6206896551724138,6.206896551724138,0.3448275862068966
1632,108368.0,2.0,23.0,442.0,30.0,33.0,0.002,0.004,0.0625,1.875,0.9375
1633,108833.0,42.0,22.0,444.0,55.0,59.0,0.002,0.084,0.8076923076923077,44.42307692307693,1.0576923076923077
1634,108834.0,1.0,23.0,443.0,85.0,39.0,0.002,0.002,0.03448275862068965,2.93103448275862,2.93103448275862
1635,109299.0,9.0,21.0,446.0,375.0,66.0,0.001,0.009000000000000001,0.07317073170731707,27.4390243902439,3.048780487804878
1636,109301.0,3.0,23.0,444.0,37.0,59.0,0.002,0.006,0.05769230769230769,2.1346153846153846,0.7115384615384616
1637,109767.0,1.0,21.0,447.0,33.0,18.0,0.001,0.001,0.026315789473684206,0.8684210526315788,0.8684210526315788
1638,109768.0,33.0,22.0,446.0,22.0,66.0,0.002,0.066,0.5365853658536585,11.804878048780486,0.3577235772357723
1639,109769.0,7.0,23.0,445.0,58.0,7.0,0.002,0.014,1.0,58.0,8.285714285714286
1640,110236.0,5.0,21.0,448.0,48.0,43.0,0.001,0.005,0.06172839506172839,2.962962962962963,0.5925925925925926
1641,110237.0,8.0,22.0,447.0,181.0,18.0,0.002,0.016,0.4210526315789473,76.21052631578947,9.526315789473683
1642,110238.0,24.0,23.0,446.0,72.0,66.0,0.002,0.048,0.39024390243902435,28.097560975609753,1.170731707317073
1643,110297.0,612.0,82.0,387.0,85.0,1088.0,0.0001,0.061200000000000004,0.11377579475738984,9.670942554378136,0.015802193716304144
1644,110706.0,9.0,21.0,449.0,21.0,35.0,0.001,0.009000000000000001,0.14754098360655737,3.098360655737705,0.3442622950819672
1645,110707.0,38.0,22.0,448.0,39.0,43.0,0.002,0.076,0.9382716049382716,36.59259259259259,0.9629629629629628
1646,110708.0,6.0,23.0,447.0,227.0,18.0,0.002,0.012,0.3157894736842105,71.68421052631578,11.94736842105263
1647,111177.0,39.0,21.0,450.0,81.0,106.0,0.001,0.039,0.22543352601156066,18.260115606936413,0.46820809248554907
1648,111178.0,26.0,22.0,449.0,101.0,35.0,0.002,0.052000000000000005,0.8524590163934426,86.0983606557377,3.3114754098360653
1649,111180.0,3.0,24.0,447.0,103.0,18.0,0.003,0.009000000000000001,0.23684210526315788,24.39473684210526,8.13157894736842
1650,111649.0,4.0,21.0,451.0,60.0,76.0,0.001,0.004,0.027027027027027025,1.6216216216216215,0.4054054054054054
1651,111650.0,58.0,22.0,450.0,91.0,106.0,0.002,0.116,0.6705202312138728,61.017341040462426,1.0520231213872833
1652,112122.0,39.0,21.0,452.0,17.0,132.0,0.001,0.039,0.1733333333333333,2.9466666666666663,0.07555555555555554
1653,112123.0,21.0,22.0,451.0,84.0,76.0,0.002,0.042,0.28378378378378377,23.83783783783784,1.135135135135135
1654,112124.0,9.0,23.0,450.0,85.0,106.0,0.002,0.018000000000000002,0.10404624277456648,8.84393063583815,0.9826589595375723
1655,112596.0,11.0,21.0,453.0,148.0,28.0,0.001,0.011,0.24444444444444444,36.17777777777778,3.2888888888888888
1656,112597.0,85.0,22.0,452.0,65.0,132.0,0.002,0.17,0.7555555555555555,49.11111111111111,0.5777777777777777
1657,112598.0,51.0,23.0,451.0,55.0,76.0,0.002,0.10200000000000001,0.6891891891891891,37.9054054054054,0.7432432432432432
1658,113071.0,89.0,21.0,454.0,58.0,255.0,0.001,0.089,0.22565922920892495,13.088235294117647,0.14705882352941177
1659,113072.0,9.0,22.0,453.0,53.0,28.0,0.002,0.018000000000000002,0.4000000000000001,21.200000000000003,2.355555555555556
1660,113073.0,8.0,23.0,452.0,66.0,132.0,0.002,0.016,0.0711111111111111,4.6933333333333325,0.5866666666666666
1661,113132.0,1951.0,82.0,393.0,45.0,2096.0,0.0001,0.1951,0.5556821418399316,25.00569638279692,0.012816861293078893
1662,113547.0,26.0,21.0,455.0,59.0,72.0,0.001,0.026000000000000002,0.273109243697479,16.113445378151262,0.6197478991596639
1663,113548.0,152.0,22.0,454.0,56.0,255.0,0.002,0.304,0.77079107505071,43.16430020283976,0.283975659229209
1664,113549.0,8.0,23.0,453.0,77.0,28.0,0.002,0.016,0.35555555555555557,27.37777777777778,3.4222222222222225
1665,114024.0,28.0,21.0,456.0,25.0,54.0,0.001,0.028,0.35,8.75,0.3125
1666,114025.0,34.0,22.0,455.0,67.0,72.0,0.002,0.068,0.7142857142857143,47.85714285714286,1.4075630252100841
1667,114093.0,153.0,90.0,387.0,20.0,1088.0,0.0001,0.015300000000000001,0.02844394868934746,0.5688789737869492,0.003718163227365681
1668,114492.0,6.0,11.0,467.0,72.0,351.0,0.0,0.0,0.0,0.0,0.0
1669,114502.0,24.0,21.0,457.0,106.0,115.0,0.001,0.024,0.11650485436893204,12.349514563106796,0.5145631067961165
1670,114503.0,26.0,22.0,456.0,135.0,54.0,0.002,0.052000000000000005,0.65,87.75,3.375
1671,114522.0,75.0,41.0,437.0,113.0,6289.0,0.0001,0.007500000000000001,0.0029533372711163615,0.3337271116361488,0.004449694821815318
1672,114981.0,5.0,21.0,458.0,4.0,40.0,0.001,0.005,0.06666666666666667,0.26666666666666666,0.05333333333333333
1673,114982.0,91.0,22.0,457.0,57.0,115.0,0.002,0.182,0.883495145631068,50.359223300970875,0.5533980582524272
1674,115002.0,275.0,42.0,437.0,54.0,6289.0,0.0001,0.0275,0.010828903327426658,0.5847607796810396,0.00212640283520378
1675,115031.0,11.0,71.0,408.0,45.0,2596.0,0.0001,0.0011,0.0020198310686742565,0.09089239809034154,0.00826294528094014
1676,115461.0,11.0,21.0,459.0,26.0,50.0,0.001,0.011,0.12359550561797752,3.2134831460674156,0.29213483146067415
1677,115462.0,29.0,22.0,458.0,51.0,40.0,0.002,0.058,0.7733333333333334,39.440000000000005,1.36
1678,115483.0,358.0,43.0,437.0,33.0,6289.0,0.0001,0.0358,0.01409726324079543,0.46520968694624915,0.0012994683992911986
1679,115942.0,6.0,21.0,460.0,57.0,25.0,0.001,0.006,0.13636363636363638,7.772727272727273,1.2954545454545456
1680,115943.0,33.0,22.0,459.0,106.0,50.0,0.002,0.066,0.7415730337078652,78.60674157303372,2.3820224719101124
1681,115944.0,6.0,23.0,458.0,525.0,40.0,0.002,0.012,0.16,84.0,14.0
1682,116424.0,20.0,21.0,461.0,45.0,60.0,0.001,0.02,0.19999999999999998,9.0,0.45
1683,116425.0,19.0,22.0,460.0,15.0,25.0,0.002,0.038,0.8636363636363636,12.954545454545455,0.6818181818181819
1684,116426.0,6.0,23.0,459.0,59.0,50.0,0.002,0.012,0.1348314606741573,7.955056179775281,1.3258426966292134
1685,116493.0,7.0,90.0,392.0,60.0,159.0,0.0001,0.0007,0.003129190880643719,0.18775145283862313,0.026821636119803306
1686,116897.0,2.0,11.0,472.0,58.0,263.0,0.0,0.0,0.0,0.0,0.0
1687,116908.0,40.0,22.0,461.0,50.0,60.0,0.002,0.08,0.7999999999999999,40.0,1.0
1688,116976.0,1.0,90.0,393.0,49.0,2096.0,0.0001,0.0001,0.0002848191398461977,0.013956137852463687,0.013956137852463687
1689,117391.0,3.0,21.0,463.0,32.0,53.0,0.001,0.003,0.029126213592233007,0.9320388349514562,0.3106796116504854
1690,117392.0,15.0,22.0,462.0,223.0,24.0,0.002,0.03,0.625,139.375,9.291666666666666
1691,117876.0,3.0,21.0,464.0,31.0,28.0,0.001,0.003,0.056603773584905655,1.7547169811320753,0.5849056603773585
1692,117877.0,49.0,22.0,463.0,53.0,53.0,0.002,0.098,0.9514563106796116,50.42718446601941,1.029126213592233
1693,117878.0,9.0,23.0,462.0,259.0,24.0,0.002,0.018000000000000002,0.37500000000000006,97.12500000000001,10.791666666666668
1694,118362.0,1.0,21.0,465.0,226.0,31.0,0.001,0.001,0.013888888888888888,3.138888888888889,3.138888888888889
1695,118363.0,25.0,22.0,464.0,43.0,28.0,0.002,0.05,0.9433962264150942,40.56603773584905,1.6226415094339621
1696,118364.0,1.0,23.0,463.0,14.0,53.0,0.002,0.002,0.019417475728155338,0.27184466019417475,0.27184466019417475
1697,118849.0,257.0,21.0,466.0,63.0,1634.0,0.001,0.257,0.41904451328876574,26.39980433719224,0.10272297407467798
1698,118850.0,1.0,22.0,465.0,64.0,31.0,0.002,0.002,0.027777777777777776,1.7777777777777777,1.7777777777777777
1699,118918.0,19.0,90.0,397.0,160.0,678.0,0.0001,0.0019,0.0020817355100252,0.333077681604032,0.017530404294949054
1700,119337.0,37.0,21.0,467.0,43.0,351.0,0.001,0.037,0.2374839537869063,10.21181001283697,0.27599486521181
1701,119338.0,66.0,22.0,466.0,40.0,1634.0,0.002,0.132,0.21522908853742054,8.609163541496821,0.13044187184086092
1702,119339.0,18.0,23.0,465.0,72.0,31.0,0.002,0.036000000000000004,0.5,36.0,2.0
1703,119826.0,14.0,21.0,468.0,41.0,85.0,0.001,0.014,0.08187134502923978,3.356725146198831,0.23976608187134504
1704,119827.0,40.0,22.0,467.0,6.0,351.0,0.002,0.08,0.5134788189987163,3.0808729139922977,0.07702182284980744
1705,119828.0,46.0,23.0,466.0,44.0,1634.0,0.002,0.092,0.15000815261699005,6.6003587151475624,0.14348605902494702
1706,119829.0,11.0,24.0,465.0,57.0,31.0,0.003,0.033,0.4583333333333333,26.125,2.375
1707,119857.0,15.0,52.0,437.0,17.0,6289.0,0.0001,0.0015,0.0005906674542232723,0.01004134672179563,0.0006694231147863753
1708,119886.0,2.0,81.0,408.0,223.0,2596.0,0.0001,0.0002,0.00036724201248622846,0.08189496878442895,0.040947484392214475
1709,120306.0,4.0,11.0,479.0,95.0,43.0,0.0,0.0,0.0,0.0,0.0
1710,120316.0,18.0,21.0,469.0,77.0,64.0,0.001,0.018000000000000002,0.21582733812949642,16.618705035971225,0.9232613908872902
1711,120317.0,26.0,22.0,468.0,73.0,85.0,0.002,0.052000000000000005,0.304093567251462,22.198830409356727,0.8538011695906433
1712,120318.0,6.0,23.0,467.0,61.0,351.0,0.002,0.012,0.07702182284980745,4.698331193838254,0.7830551989730424
1713,120319.0,2.0,24.0,466.0,203.0,1634.0,0.003,0.006,0.00978314038806457,1.9859774987771075,0.9929887493885537
1714,120377.0,1185.0,82.0,408.0,24.0,2596.0,0.0001,0.11850000000000001,0.21759089239809037,5.222181417554169,0.0044069041498347415
1715,120808.0,31.0,22.0,469.0,23.0,64.0,0.002,0.062,0.7434052757793764,17.098321342925658,0.5515587529976018
1716,120809.0,30.0,23.0,468.0,81.0,85.0,0.002,0.06,0.3508771929824562,28.42105263157895,0.9473684210526316
1717,120868.0,1757.0,82.0,409.0,305.0,2195.0,0.0001,0.1757,0.3895787139689578,118.82150776053214,0.06762749445676275
1718,121300.0,16.0,22.0,470.0,23.0,24.0,0.002,0.032,0.6666666666666666,15.333333333333332,0.9583333333333333
1719,121301.0,1.0,23.0,469.0,40.0,64.0,0.002,0.002,0.023980815347721823,0.9592326139088729,0.9592326139088729
1720,121302.0,15.0,24.0,468.0,206.0,85.0,0.003,0.045,0.2631578947368421,54.21052631578947,3.6140350877192984
1721,121792.0,69.0,21.0,472.0,71.0,263.0,0.001,0.069,0.18811341330425302,13.356052344601965,0.19356597600872413
1722,121793.0,31.0,22.0,471.0,48.0,33.0,0.002,0.062,0.9393939393939393,45.090909090909086,1.4545454545454544
1723,121794.0,8.0,23.0,470.0,146.0,24.0,0.002,0.016,0.3333333333333333,48.666666666666664,6.083333333333333
1724,121852.0,4.0,81.0,412.0,56.0,425.0,0.0001,0.0004,0.0009442870632672332,0.05288007554296506,0.013220018885741265
1725,122286.0,267.0,21.0,473.0,118.0,32525.0,0.001,0.267,0.07352131291992511,8.675514924551164,0.032492565260491255
1726,122287.0,142.0,22.0,472.0,62.0,263.0,0.002,0.28400000000000003,0.7742639040348964,48.00436205016358,0.3380588876772083
1727,122288.0,2.0,23.0,471.0,20.0,33.0,0.002,0.004,0.06060606060606061,1.2121212121212122,0.6060606060606061
1728,122782.0,38.0,22.0,473.0,81.0,32525.0,0.002,0.076,0.020927414913536734,1.6951206079964756,0.04460843705253883
1729,122783.0,3.0,23.0,472.0,99.0,263.0,0.002,0.006,0.016357688113413305,1.6194111232279171,0.5398037077426391
1730,123277.0,14.0,21.0,475.0,96.0,101.0,0.001,0.014,0.07446808510638298,7.148936170212766,0.5106382978723404
1731,123278.0,12.0,22.0,474.0,42.0,29.0,0.002,0.024,0.38095238095238093,16.0,1.3333333333333333
1732,123279.0,32.0,23.0,473.0,52.0,32525.0,0.002,0.064,0.017623086242978304,0.9164004846348718,0.028637515144839743
1733,123280.0,1.0,24.0,472.0,75.0,263.0,0.003,0.003,0.008178844056706653,0.6134133042529989,0.6134133042529989
1734,123298.0,7.0,42.0,454.0,22.0,255.0,0.0001,0.0007,0.001774847870182556,0.03904665314401623,0.005578093306288033
1735,123338.0,1684.0,82.0,414.0,268.0,2017.0,0.0001,0.16840000000000002,0.4758406329471603,127.52528962983895,0.07572760666855044
1736,123775.0,85.0,22.0,475.0,45.0,101.0,0.002,0.17,0.9042553191489361,40.691489361702125,0.4787234042553191
1737,123776.0,12.0,23.0,474.0,74.0,29.0,0.002,0.024,0.38095238095238093,28.19047619047619,2.3492063492063493
1738,123777.0,2.0,24.0,473.0,54.0,32525.0,0.003,0.006,0.0016521643352792159,0.08921687410507766,0.04460843705253883
1739,123795.0,8.0,42.0,455.0,34.0,72.0,0.0001,0.0008,0.008403361344537815,0.2857142857142857,0.03571428571428571
1740,123796.0,7.0,43.0,454.0,23.0,255.0,0.0001,0.0007,0.001774847870182556,0.040821501014198784,0.0058316430020283975
1741,124273.0,40.0,22.0,476.0,48.0,41.0,0.002,0.08,0.975609756097561,46.829268292682926,1.170731707317073
1742,124274.0,2.0,23.0,475.0,99.0,101.0,0.002,0.004,0.021276595744680847,2.106382978723404,1.053191489361702
1743,124275.0,5.0,24.0,474.0,12.0,29.0,0.003,0.015,0.23809523809523808,2.8571428571428568,0.5714285714285714
1744,124341.0,472.0,90.0,408.0,43.0,2596.0,0.0001,0.0472,0.0866691149467499,3.726771942710246,0.00789570326845391
1745,124771.0,102.0,21.0,478.0,81.0,149.0,0.001,0.10200000000000001,0.5495689655172413,44.51508620689655,0.4364224137931034
1746,124772.0,3.0,22.0,477.0,28.0,14.0,0.002,0.006,0.2,5.6000000000000005,1.866666666666667
1747,124773.0,1.0,23.0,476.0,88.0,41.0,0.002,0.002,0.024390243902439025,2.1463414634146343,2.1463414634146343
1748,124840.0,253.0,90.0,409.0,35.0,2195.0,0.0001,0.0253,0.05609756097560975,1.9634146341463412,0.007760532150776052
1749,125271.0,17.0,21.0,479.0,7.0,43.0,0.001,0.017,0.24637681159420288,1.7246376811594202,0.10144927536231883
1750,125272.0,40.0,22.0,478.0,114.0,149.0,0.002,0.08,0.43103448275862066,49.137931034482754,1.228448275862069
1751,125273.0,9.0,23.0,477.0,278.0,14.0,0.002,0.018000000000000002,0.6000000000000001,166.8,18.533333333333335
1752,125772.0,106.0,21.0,480.0,4.0,375.0,0.001,0.106,0.17266655807134712,0.6906662322853885,0.006515719172503665
1753,125773.0,14.0,22.0,479.0,35.0,43.0,0.002,0.028,0.40579710144927533,14.202898550724637,1.0144927536231882
1754,125775.0,2.0,24.0,477.0,339.0,14.0,0.003,0.006,0.2,67.8,33.9
1755,125833.0,1.0,82.0,419.0,84.0,137.0,0.0001,0.0001,0.00038595137012736397,0.032419915090698574,0.032419915090698574
1756,126264.0,27.0,11.0,491.0,16.0,375.0,0.0,0.0,0.0,0.0,0.0
1757,126274.0,2.0,21.0,481.0,100.0,21.0,0.001,0.002,0.05,5.0,2.5
1758,126275.0,211.0,22.0,480.0,42.0,375.0,0.002,0.422,0.6874083726991367,28.87115165336374,0.13683010262257697
1759,126276.0,12.0,23.0,479.0,228.0,43.0,0.002,0.024,0.34782608695652173,79.30434782608695,6.608695652173913
1760,126277.0,1.0,24.0,478.0,75.0,149.0,0.003,0.003,0.016163793103448273,1.2122844827586206,1.2122844827586206
1761,126343.0,71.0,90.0,412.0,30.0,425.0,0.0001,0.0071,0.01676109537299339,0.5028328611898016,0.0070821529745042485
1762,126777.0,1.0,21.0,482.0,178.0,28.0,0.001,0.001,0.01818181818181818,3.2363636363636363,3.2363636363636363
1763,126778.0,19.0,22.0,481.0,42.0,21.0,0.002,0.038,0.95,39.9,2.1
1764,126779.0,33.0,23.0,480.0,32.0,375.0,0.002,0.066,0.10750936634631048,3.440299723081935,0.10425150676005865
1765,127281.0,25.0,21.0,483.0,121.0,87.0,0.001,0.025,0.16778523489932887,20.302013422818792,0.8120805369127517
1766,127282.0,27.0,22.0,482.0,740.0,28.0,0.002,0.054,0.9818181818181818,726.5454545454545,26.909090909090907
1767,127284.0,6.0,24.0,480.0,147.0,375.0,0.003,0.018000000000000002,0.029320736276266496,4.310148232611175,0.7183580387685291
1768,127350.0,176.0,90.0,414.0,64.0,2017.0,0.0001,0.0176,0.04973156258830178,3.182820005651314,0.018084204577564284
1769,127355.0,9.0,95.0,409.0,65.0,2195.0,0.0,0.0,0.0,0.0,0.0
1770,127786.0,21.0,21.0,484.0,60.0,31.0,0.001,0.021,0.5121951219512195,30.731707317073173,1.4634146341463417
1771,127787.0,59.0,22.0,483.0,40.0,87.0,0.002,0.11800000000000001,0.7919463087248323,31.67785234899329,0.5369127516778524
1772,128292.0,16.0,21.0,485.0,52.0,75.0,0.001,0.016,0.3738317757009346,19.4392523364486,1.2149532710280375
1773,128293.0,10.0,22.0,484.0,777.0,31.0,0.002,0.02,0.4878048780487805,379.0243902439024,37.90243902439024
1774,128294.0,3.0,23.0,483.0,155.0,87.0,0.002,0.006,0.04026845637583893,6.2416107382550345,2.080536912751678
1775,128800.0,10.0,22.0,485.0,73.0,75.0,0.002,0.02,0.4672897196261683,34.11214953271028,3.4112149532710285
1776,128873.0,66.0,95.0,412.0,46.0,425.0,0.0,0.0,0.0,0.0,0.0
1777,129307.0,17.0,21.0,487.0,72.0,44.0,0.001,0.017,0.23943661971830985,17.239436619718308,1.0140845070422535
1778,129308.0,4.0,22.0,486.0,55.0,39.0,0.002,0.008,0.10256410256410255,5.64102564102564,1.41025641025641
1779,129309.0,1.0,23.0,485.0,49.0,75.0,0.002,0.002,0.04672897196261683,2.2897196261682247,2.2897196261682247
1780,129357.0,4.0,71.0,437.0,5.0,6289.0,0.0001,0.0004,0.00015751132112620594,0.0007875566056310297,0.00019688915140775743
1781,129816.0,25.0,21.0,488.0,55.0,70.0,0.001,0.025,0.2173913043478261,11.956521739130435,0.4782608695652174
1782,129817.0,25.0,22.0,487.0,231.0,44.0,0.002,0.05,0.704225352112676,162.67605633802816,6.507042253521126
1783,129818.0,35.0,23.0,486.0,104.0,39.0,0.002,0.07,0.8974358974358974,93.33333333333333,2.6666666666666665
1784,129837.0,2.0,42.0,467.0,40.0,351.0,0.0001,0.0002,0.0012836970474967909,0.051347881899871634,0.025673940949935817
1785,129838.0,1.0,43.0,466.0,256.0,1634.0,0.0001,0.0001,0.00016305233980107618,0.0417413989890755,0.0417413989890755
1786,130326.0,5.0,21.0,489.0,142.0,38.0,0.001,0.005,0.0704225352112676,9.999999999999998,1.9999999999999996
1787,130327.0,45.0,22.0,488.0,49.0,70.0,0.002,0.09,0.782608695652174,38.34782608695652,0.8521739130434783
1788,130328.0,2.0,23.0,487.0,41.0,44.0,0.002,0.004,0.05633802816901408,2.309859154929577,1.1549295774647885
1789,130837.0,30.0,21.0,490.0,49.0,141.0,0.001,0.03,0.11673151750972761,5.719844357976653,0.19066147859922175
1790,130838.0,15.0,22.0,489.0,588.0,38.0,0.002,0.03,0.42253521126760557,248.45070422535207,16.563380281690137
1791,130858.0,14.0,42.0,469.0,59.0,64.0,0.0001,0.0014,0.016786570743405275,0.9904076738609112,0.07074340527577937
1792,131349.0,66.0,21.0,491.0,54.0,375.0,0.001,0.066,0.10919920582395766,5.896757114493713,0.08934480476505625
1793,131350.0,59.0,22.0,490.0,238.0,141.0,0.002,0.11800000000000001,0.45914396887159536,109.2762645914397,1.8521400778210118
1794,131351.0,18.0,23.0,489.0,37.0,38.0,0.002,0.036000000000000004,0.5070422535211268,18.76056338028169,1.0422535211267605
1795,131862.0,3.0,21.0,492.0,82.0,69.0,0.001,0.003,0.021126760563380285,1.7323943661971835,0.5774647887323945
